235,"Electronic, Microwave Devices & Circuits"
236,"Algorithms"
237,"Advanced Computer Application"
238,"Communication Engineering"
239,"Communication Engineering"
240,"Algorithms"
241,"Algorithms"
242,"Communication Engineering"
243,"Algorithms"
244,"Biomedical, Bio-Informatics & Biotechnology"
246,"Electronic, Microwave Devices & Circuits"
247,"Communication Engineering"
248,"Advanced Computer Application"
249,"Database Engineering"
251,"Biomedical, Bio-Informatics & Biotechnology"
252,"Communication Engineering"
254,"Biomedical, Bio-Informatics & Biotechnology"
255,"Intelligent Systems"
256,"Algorithms"
257,"Electronic, Microwave Devices & Circuits"
259,"Communication Engineering"
260,"Electronic, Microwave Devices & Circuits"
261,"Communication Engineering"
262,"Advanced Computer Application"
264,"Advanced Computer Application"
265,"Intelligent Systems"
266,"Database Engineering"
267,"Algorithms"
268,"Intelligent Systems"
269,"Advanced Computer Application"
270,"Intelligent Systems"
271,"Database Engineering"
272,"Algorithms"
273,"Communication Engineering"
274,"Communication Engineering"
275,"Intelligent Systems"
276,"Embedded Systems and Applications"
277,"Embedded Systems and Applications"
278,"Embedded Systems and Applications"
279,"Intelligent Systems"
280,"Embedded Systems and Applications"
281,"Embedded Systems and Applications"
282,"Algorithms"
283,"Advanced Computer Application"
284,"Advanced Computer Application"
285,"Advanced Computer Application"
286,"Advanced Computer Application"
287,"Intelligent Systems"
288,"Embedded Systems and Applications"
289,"Biomedical, Bio-Informatics & Biotechnology"
290,"Database Engineering"
291,"Advanced Computer Application"
293,"Communication Engineering"
294,"Advanced Computer Application"
295,"Communication Engineering"
296,"Algorithms"
297,"Embedded Systems and Applications"
298,"Database Engineering"
299,"Intelligent Systems"
300,"Communication Engineering"
301,"Green Technology & Environmental Science"
302,"Database Engineering"
303,"Database Engineering"
304,"Electronic, Microwave Devices & Circuits"
305,"Intelligent Systems"
307,"Advanced Computer Application"
308,"Advanced Computer Application"
309,"Intelligent Systems"
310,"Advanced Computer Application"
313,"Advanced Computer Application"
314,"Embedded Systems and Applications"
315,"Electronic, Microwave Devices & Circuits"
316,"Embedded Systems and Applications"
317,"Algorithms"
318,"Algorithms"
319,"Communication Engineering"
320,"Electronic, Microwave Devices & Circuits"
321,"Electronic, Microwave Devices & Circuits"
322,"Algorithms"
323,"Embedded Systems and Applications"
324,"Green Technology & Environmental Science"
326,"Communication Engineering"
327,"Biomedical, Bio-Informatics & Biotechnology"
328,"Intelligent Systems"
329,"Intelligent Systems"
330,"Algorithms"
331,"Advanced Computer Application"
332,"Intelligent Systems"
333,"Algorithms"
334,"Communication Engineering"
335,"Embedded Systems and Applications"
336,"Advanced Computer Application"
338,"Electronic, Microwave Devices & Circuits"
339,"Electronic, Microwave Devices & Circuits"
340,"Biomedical, Bio-Informatics & Biotechnology"
341,"Database Engineering"
342,"Advanced Computer Application"
343,"Electronic, Microwave Devices & Circuits"
344,"Communication Engineering"
345,"Biomedical, Bio-Informatics & Biotechnology"
346,"Database Engineering"
347,"Communication Engineering"
349,"Communication Engineering"
350,"Advanced Computer Application"
351,"Intelligent Systems"
352,"Advanced Computer Application"
353,"Database Engineering"
354,"Advanced Computer Application"
355,"Biomedical, Bio-Informatics & Biotechnology"
356,"Advanced Computer Application"
358,"Intelligent Systems"
359,"Algorithms"
360,"Embedded Systems and Applications"
361,"Algorithms"
362,"Electronic, Microwave Devices & Circuits"
363,"Green Technology & Environmental Science"
364,"Database Engineering"
365,"Algorithms"
366,"Communication Engineering"
367,"Advanced Computer Application"
368,"Advanced Computer Application"
369,"Green Technology & Environmental Science"
370,"Electronic, Microwave Devices & Circuits"
371,"Database Engineering"
372,"Communication Engineering"
373,"Algorithms"
374,"Electronic, Microwave Devices & Circuits"
375,"Intelligent Systems"
376,"Advanced Computer Application"
377,"Database Engineering"
378,"Database Engineering"
379,"Electronic, Microwave Devices & Circuits"
380,"Biomedical, Bio-Informatics & Biotechnology"
381,"Database Engineering"
382,"Intelligent Systems"
383,"Advanced Computer Application"
384,"Communication Engineering"
385,"Embedded Systems and Applications"
386,"Advanced Computer Application"
387,"Embedded Systems and Applications"
388,"Communication Engineering"
389,"Communication Engineering"
390,"Algorithms"
391,"Electronic, Microwave Devices & Circuits"
392,"Embedded Systems and Applications"
393,"Communication Engineering"
394,"Intelligent Systems"
395,"Communication Engineering"
396,"Algorithms"
397,"Algorithms"
398,"Intelligent Systems"
399,"Advanced Computer Application"
400,"Algorithms"
401,"Advanced Computer Application"
402,"Advanced Computer Application"
404,"Communication Engineering"
405,"Algorithms"
406,"Communication Engineering"
407,"Database Engineering"
408,"Communication Engineering"
409,"Communication Engineering"
410,"Algorithms"
411,"Database Engineering"
412,"Algorithms"
413,"Intelligent Systems"
415,"Advanced Computer Application"
416,"Advanced Computer Application"
417,"Intelligent Systems"
418,"Database Engineering"
419,"Algorithms"
420,"Advanced Computer Application"
421,"Database Engineering"
422,"Green Technology & Environmental Science"
423,"Communication Engineering"
424,"Algorithms"
425,"Advanced Computer Application"
426,"Algorithms"
427,"Algorithms"
428,"Intelligent Systems"
429,"Intelligent Systems"
430,"Biomedical, Bio-Informatics & Biotechnology"
431,"Intelligent Systems"
432,"Communication Engineering"
433,"Electronic, Microwave Devices & Circuits"
434,"Intelligent Systems"
435,"Advanced Computer Application"
436,"Algorithms"
437,"Advanced Computer Application"
438,"Green Technology & Environmental Science"
440,"Intelligent Systems"
441,"Algorithms"
442,"Communication Engineering"
443,"Advanced Computer Application"
444,"Communication Engineering"
445,"Electronic, Microwave Devices & Circuits"
446,"Algorithms"
447,"Advanced Computer Application"
448,"Algorithms"
449,"Database Engineering"
450,"Electronic, Microwave Devices & Circuits"
451,"Embedded Systems and Applications"
452,"Advanced Computer Application"
453,"Database Engineering"
454,"Electronic, Microwave Devices & Circuits"
456,"Advanced Computer Application"
457,"Communication Engineering"
458,"Advanced Computer Application"
460,"Algorithms"
461,"Communication Engineering"
462,"Communication Engineering"
463,"Communication Engineering"
464,"Communication Engineering"
465,"Embedded Systems and Applications"
466,"Advanced Computer Application"
467,"Biomedical, Bio-Informatics & Biotechnology"
468,"Advanced Computer Application"
469,"Intelligent Systems"
470,"Algorithms"
471,"Database Engineering"
472,"Advanced Computer Application"
473,"Advanced Computer Application"
474,"Advanced Computer Application"
475,"Communication Engineering"
476,"Advanced Computer Application"
477,"Intelligent Systems"
478,"Advanced Computer Application"
479,"Embedded Systems and Applications"
480,"Advanced Computer Application"
482,"Communication Engineering"
483,"Green Technology & Environmental Science"
484,"Embedded Systems and Applications"
485,"Embedded Systems and Applications"
486,"Communication Engineering"
487,"Algorithms"
488,"Embedded Systems and Applications"
489,"Communication Engineering"
490,"Communication Engineering"
491,"Communication Engineering"
492,"Embedded Systems and Applications"
493,"Advanced Computer Application"
494,"Communication Engineering"
495,"Biomedical, Bio-Informatics & Biotechnology"
496,"Advanced Computer Application"
497,"Algorithms"
498,"Intelligent Systems"
499,"Communication Engineering"
500,"Advanced Computer Application"
501,"Communication Engineering"
502,"Advanced Computer Application"
503,"Communication Engineering"
504,"Communication Engineering"
505,"Intelligent Systems"
506,"Communication Engineering"
507,"Communication Engineering"
508,"Embedded Systems and Applications"
509,"Communication Engineering"
510,"Communication Engineering"
511,"Communication Engineering"
512,"Embedded Systems and Applications"
513,"Embedded Systems and Applications"
514,"Communication Engineering"
515,"Advanced Computer Application"
516,"Communication Engineering"
517,"Algorithms"
518,"Database Engineering"
519,"Embedded Systems and Applications"
520,"Biomedical, Bio-Informatics & Biotechnology"
521,"Embedded Systems and Applications"
523,"Communication Engineering"
524,"Advanced Computer Application"
525,"Algorithms"
526,"Algorithms"
527,"Algorithms"
528,"Embedded Systems and Applications"
529,"Advanced Computer Application"
530,"Algorithms"
531,"Communication Engineering"
532,"Advanced Computer Application"
533,"Advanced Computer Application"
534,"Advanced Computer Application"
535,"Communication Engineering"
537,"Intelligent Systems"
538,"Communication Engineering"
539,"Advanced Computer Application"
540,"Green Technology & Environmental Science"
541,"Algorithms"
542,"Communication Engineering"
543,"Communication Engineering"
544,"Advanced Computer Application"
545,"Algorithms"
546,"Advanced Computer Application"
547,"Advanced Computer Application"
548,"Advanced Computer Application"
549,"Communication Engineering"
550,"Communication Engineering"
551,"Advanced Computer Application"
552,"Communication Engineering"
553,"Intelligent Systems"
554,"Advanced Computer Application"
555,"Advanced Computer Application"
556,"Advanced Computer Application"
557,"Communication Engineering"
558,"Intelligent Systems"
559,"Communication Engineering"
560,"Advanced Computer Application"
561,"Advanced Computer Application"
562,"Communication Engineering"
563,"Advanced Computer Application"
